ventaja	propio	destino	categoria	subcategoria	destino_propuesto	id	nombre
5.16	2.48	7.64	Autos, bicicletas y motos	Autos	Climatización	p319409	Calefactor para Coche Desempañador 12V/24V Silencioso Calefacción Rápida
5.16	1.44	6.60	Muebles	Roperos	Deportes y fitness	p324853	Speedo Goggles Dama Version Comoda
5.16	0.00	5.16	Instrumentos musicales	Tornamesas	Autos, bicicletas y motos	p35786	Tornamesa Pioneer Plx-1000 Para Dj´s (tu Compra A 12 Meses) Color Negro
5.16	1.76	6.92	Muebles	Escritorios plegables y compactos	Otros	p247270	Soporte For Tableta De Escritorio Plegable Y Portátil Drama Persiguiendo For Teléfono Invisible Ultrafino
5.16	1.76	6.92	Muebles	Sillas plegables y de camping	Otros	p155192	ABS Soporte Doble Plegable de Escritorio para Teléfono y Tableta Blanco
5.16	0.00	5.16	Autos, bicicletas y motos		Celulares	p368740	Specialized Riprock Coaster 20 Monster Green/nordic Red/black 20
5.16	2.16	7.31	Refacciones	Refacciones para microondas	Domótica y hogar inteligente	p141586	Kit de repuesto para interruptor de puerta de microondas 3B73361E SZM-V16-FA-62, compatible con microondas LG Kenmore, GE Frigidaire, sustituye a PD00005921 660
5.15	1.31	6.47	Instrumentos musicales	Baterías acústicas	Drones	p47039	Batería Mini Pro 4 pzas DDLG1804TB DW
5.15	2.30	7.45	Autos, bicicletas y motos	Llantas para auto	Muebles	p311946	Sillón Reclinable con Masaje De Cuerpo Completo, Fácil De Manejar, con Funciones De Calefacción Y Masaje Neumático, Adecuado para El Salón.
5.15	2.05	7.20	Refacciones	Faros y luces	Autos, bicicletas y motos	p110441	Par de faros LED zoomto 5x7 7x6 180W aprobado por DOT
5.15	0.00	5.15	Refacciones	Refacciones para freidora de aire	Impresoras	p207503	Recetario Práctico para Freidora de Aire en Papel, Compatible
5.15	0.00	5.15	Herramientas	Plomería	Climatización	p122377	Drenaje de Piso para Ducha Delta DT061411-CZ 10 cm Dorado Cepillado
5.15	1.77	6.91	Bocinas	Bocinas Bluetooth	Herramientas	p248321	Juego de herramientas de abocinado para tubería/tubo, 7 matrices de 3/16-5/8 pulgadas, kit para HVAC y plomería de cobre
5.15	0.00	5.15	Herramientas	Seguridad industrial	Proyectores y accesorios	p247819	Lentes de Seguridad Industrial Gafas Protectoras Lentes Protectores Anti-Empañantes Resistente a Impactos ANSI Z87.1
5.15	0.00	5.15	Herramientas	Seguridad industrial	Proyectores y accesorios	p247853	Lentes de Seguridad Industrial Gafas Protectoras Lentes Protectores Anti-Empañantes Resistente a Impactos ANSI Z87.1
5.15	0.00	5.15	Cocina y comedor	Platos y bowls	Juguetes y bebés	p97608	Tazones Glad Toy Story 354 ml (40 unidades)
5.15	0.00	5.15	Cámaras y fotografía	Accesorios	Bocinas	p117920	Tripié Para Bafle De 6 Y 8 Pulgadas Ma-wstand8
5.15	0.00	5.15	Instrumentos musicales	Accesorios	Bocinas	p45981	Pedestal tripie uso rudo metal reforzado para bafle naranja amortiguador
5.14	0.00	5.14	Electrodomésticos	Lavavajillas	Computadoras de escritorio	p203899	Axion Lavatrastes Líquido Xtreme 100% Efectivo Arrancagrasa 2.8 L
5.14	0.00	5.14	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353307	Sozomo Juego de Cerraduras para Puertas
5.14	2.18	7.32	Herramientas	Seguridad industrial	Deportes y fitness	p247836	Tenis de Seguridad Industrial Hombre, Zapatos de Trabajo con Casquillo y Kevlar, Trabajo Resistente Botas Antipinchazos, Ligero, Transpirable, Antideslizante pa
5.14	0.00	5.14	Refacciones	Para autos	Climatización	p111210	Enfriador de Fluido Derale 324x238x11 cm de Aluminio con Placas y Aletas
5.14	2.56	7.70	Herramientas	Seguridad industrial	Refacciones	p85620	Resorte de bisagra del capó KarParts360 para GMC Sierra 2007‑2013 (par)
5.14	0.00	5.14	Juguetes y bebés	Baño e higiene del bebé	Belleza y cuidado personal	p105241	Champú CurlyBaby 239 ml sin lágrimas y sin fragancia
5.14	0.00	5.14	Cámaras y fotografía	Accesorios	Componentes y accesorios de PC	p140057	Tilta Pro - Brazo articulado - Elige Entre Accesorios de Montaje de 1/4"-20 o NATO (TA-PAA2-B)
5.14	1.53	6.67	Electrodomésticos	Calentadores de agua	Otros	p114875	Calentador Solar Panel Plano 150 L
5.14	2.08	7.22	Electrodomésticos	Pequeños electrodomésticos de cocina	Equipo comercial	p363329	Mesa Refrigerada para Preparación de Sándwiches y Ensaladas
5.14	2.08	7.22	Electrodomésticos	Pequeños electrodomésticos de cocina	Equipo comercial	p363342	Mesa Refrigerada para Preparación de Sándwiches y Ensaladas
5.14	2.08	7.22	Electrodomésticos	Pequeños electrodomésticos de cocina	Equipo comercial	p363522	Mesa Fría Refrigerada para Preparación de Sándwiches y Ensaladas
5.14	2.26	7.39	Autos, bicicletas y motos	Autos	Otros	p250453	Juego de terminales de batería positivo y negativo de 2 piezas 243407F000 243407F001 Conector de cable de automóvil Abrazadera Reemplazo del juego de terminales
5.14	0.00	5.14	Herramientas	Material eléctrico	Climatización	p121484	Sonda de control DELFIELD 2194756 – sensor de aire Danfoss
5.13	0.00	5.13	Herramientas	Medición	Baterías portátiles	p85465	Escalímetros de gran durabilidad MXRIC-003 AluMetric Medidor de aluminio portátil
5.13	1.95	7.09	Herramientas	Refacciones de herramientas eléctricas	Salud	p119945	Mango para Bastón de Caminata SmartstickX con Agarre en Forma de T
5.13	2.37	7.50	Herramientas	Jardinería	Impresoras	p123396	Trituradora de papel Fellowes Powershred 79Ci 16 hojas corte transversal
5.13	1.28	6.41	Muebles	Camas	Domótica y hogar inteligente	p309877	Sensor de Presión de Película Delgada Detección Fuerza Curvatura Flexible para Equipos Monitoreo Respuesta Rápida para Monitoreo Cama, del Sueño
5.13	1.28	6.41	Muebles	Camas	Domótica y hogar inteligente	p309878	Kadimendium Sensor de Presión de Película Delgada Detección de Fuerza de Curvatura Flexible para Equipos de Monitoreo, Respuestas Rápidas, Uso Extensivo para Mo
5.13	2.48	7.61	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p344511	cobija eléctrica para coche con calefacción de color Sunny
5.13	2.39	7.52	Autos, bicicletas y motos	Accesorios para bicicleta	Viajes	p20505	Miniature Camping Tent Set Glamping Dollhouse Furniture with Picnic Table Bicycle & Pretend Food 1:12 Tiny Tent Playset for Kids
5.13	0.00	5.13	Blancos y ropa de cama	Cortinas	Equipo comercial	p31085	Barra Cortina Doble Extensible Aleación Acero 80-210cm
5.13	1.86	6.99	Muebles	Mesas de centro	Juegos de mesa	p239096	Novelty Corp - Juegos De Mesa Electronico 5 Segundos Pásala
5.12	2.35	7.47	Herramientas	Jardinería	Cafeteras	p123379	Filtro de riego por goteo Rain Bird RBY100S con rosca de 1 pulgada
5.12	0.00	5.12	Herramientas	Refacciones de herramientas eléctricas	Cargadores y adaptadores	p121140	Cable THW-LS/THHW-LS CE RoHS 14 AWG en caja color rojo
5.12	0.00	5.12	Herramientas	Refacciones de herramientas eléctricas	Cargadores y adaptadores	p121147	Cable THW-LS/THHW-LS CE RoHS 10 AWG en caja
5.12	1.86	6.98	Muebles	Mesas de centro	Juguetes y bebés	p296296	Set de Bloques de construcción de Navidad Juego de Mesa de Montaje de
5.12	1.86	6.98	Muebles	Mesas de centro	Juguetes y bebés	p296298	Set de bloques de construcción de Navidad de Mesa con Escena Artística para
5.12	0.00	5.12	Herramientas	Accesorios para herramientas eléctricas	Refacciones	p120715	Bujías antiincrustantes Dorman 42109 Extended Universal paquete de 2
5.12	0.00	5.12	Herramientas	Plomería	Instrumentos musicales	p121778	Abrazadera de tubo EISCO de latón niquelado 4 cm
5.12	1.55	6.67	Componentes y accesorios de PC	Componentes	Belleza y cuidado personal	p334025	Shark Depuffi FH220BK - Dispositivo de mano para escultura facial con calefacción y refrigeración,
5.12	1.48	6.59	Refacciones	Frenos	Domótica y hogar inteligente	p111138	Control de Frenos CURT 51170 Spectrum con Sensor de Movimiento
5.11	1.60	6.72	Otros	Baño	Proyectores y accesorios	p95901	Cortina de ducha Dynamene tela larga 180 x 200 cm color beige con ganchos
5.11	2.20	7.31	Muebles	Sillas de comedor	Blancos y ropa de cama	p70328	Fundas de silla VEVOR de poliéster y elastano elástico 30 unidades color azul real
5.11	0.00	5.11	Herramientas	Plomería	Belleza y cuidado personal	p121861	Alcachofa de ducha Delta HydroRain 2 en 1 doble con dispositivo portátil color negro mate
5.11	1.39	6.50	Juegos de mesa	Otros juegos	Deportes y fitness	p108054	Set de Beer Pong GoPong Flotante con 3 Pelotas y Balsas Inflables
5.11	1.71	6.82	Componentes y accesorios de PC	Componentes	Bocinas	p260362	Sangean SG-118 Retro Am/FM Bluetooth Radio gabinete de Madera
5.11	1.97	7.08	Herramientas	Accesorios para herramientas eléctricas	Domótica y hogar inteligente	p121064	Jaladera y perilla Berna llave mariposa
5.11	1.97	7.08	Herramientas	Accesorios para herramientas eléctricas	Domótica y hogar inteligente	p121075	Jaladera y perilla Lugo llave mariposa
5.11	2.32	7.43	Herramientas	Material eléctrico	Decoración de hogar y jardín	p348861	Interruptor de botón de metal de alumina de 19 mm con anillo de diafragma LED, tipo auto-reseteo, momentáneo, 1NO 1NC (Color: Azul auto-bloqueante, Tamaño: 5V)
5.11	2.32	7.43	Herramientas	Material eléctrico	Decoración de hogar y jardín	p351586	Interruptor de botón de metal rojo de 16 mm con diafragma LED con cierre automático momentáneo 1NO 1NC rojo, azul, verde, blanco y amarillo (color: rojo, tamaño
5.11	2.32	7.43	Herramientas	Material eléctrico	Decoración de hogar y jardín	p351704	ONECM Interruptor de botón de metal rojo de 16 mm con diafragma LED con cierre automático momentáneo 1NO 1NC rojo, azul, verde, blanco y amarillo (color: rojo, 
5.11	2.32	7.43	Herramientas	Material eléctrico	Decoración de hogar y jardín	p351866	Interruptor de botón de metal de alúmina de 19 mm, diafragma LED, reinicio automático, momentáneo, 1NO 1NC (color: blanco autorreinicio, tamaño: 220 V)
5.11	2.32	7.43	Herramientas	Material eléctrico	Decoración de hogar y jardín	p351875	Interruptor de botón de metal de alúmina de 19 mm, diafragma LED, reinicio automático, momentáneo, 1NO 1NC (color: blanco autobloqueo, tamaño: 5 V)
5.11	1.79	6.90	Herramientas	Seguridad industrial	Electrodomésticos	p85673	Bluelander Plancha para Sublimar Presión Ajustable, 37 * 38.5 * 40 cm, Plancha de Sublimar con Recubrimiento Antiadherente.
5.11	0.00	5.11	Herramientas	Seguridad industrial	Juegos de mesa	p247869	Libro de texto sobre seguridad industrial (Spanish Edition)
5.11	0.00	5.11	Belleza y cuidado personal	Cuidado personal	Celulares	p104370	Xiaomi Grooming Kit Pro
5.11	0.00	5.11	Televisores	4K	Celulares	p336511	Xiaomi TV A2 Pro 50in 4K
5.11	0.00	5.11	Televisores	4K	Celulares	p336517	Xiaomi Tv A Pro 55 4k Color negro
5.10	1.28	6.39	Muebles	Camas infantiles	Cargadores y adaptadores	p257796	Alarma De Entrenamiento Para Ir Al Baño,con Vibración Y Sonido Alarma De Carga USB | Suministros Para Mojar La Cama Con 3 Modos, Alarma Segura Para Ir Al Baño D
5.10	1.86	6.97	Muebles	Mesas de centro	Juegos de mesa	p296215	Juegos de Ajedrez Magnéticos, Juegos de Mesa, Juegos Magnéticos
5.10	0.00	5.10	Belleza y cuidado personal	Maquillaje	Almacenamiento	p101043	Botella rociadora Seafulee 10 ml paquete de 5 unidades recargable
5.10	0.00	5.10	Herramientas	Plomería	Almacenamiento	p121696	Tapones para tubos cuadrados de 5 cm FRIGIIRE – paquete de 20 unidades
5.10	0.00	5.10	Herramientas	Plomería	Almacenamiento	p122058	Abrazadera para cables ALLWIN de 1/4" - paquete de 26 unidades acero inoxidable con goma
5.10	0.00	5.10	Herramientas	Plomería	Almacenamiento	p122431	Cojín Clamp Pads Pony Jorgensen 7456 paquete de 4 unidades goma negra
5.10	0.00	5.10	Herramientas	Baterías y cargadores de herramienta	Almacenamiento	p146527	Powilling WA3674 - Paquete de 2 unidades de repuesto para batería Worx de
5.10	0.00	5.10	Iluminación		Almacenamiento	p86168	MIYIHA Paquete De 10 * 1M Unidades Difus
5.10	0.00	5.10	Iluminación		Almacenamiento	p86211	MIYIHA Paquete De 5 * 1M Unidades Difuso
5.10	0.00	5.10	Juguetes y bebés	Alimentación y lactancia	Almacenamiento	p104962	Babero desechable Onceplan 35 cm paquete de 60 unidades
5.10	0.00	5.10	Viajes	Maletas	Almacenamiento	p82752	Bolsas para zapatos Vivinin paquete de 18 unidades para viajes 40 x 30 cm
5.10	1.71	6.81	Componentes y accesorios de PC	Componentes	Climatización	p313298	Generador de Ozono de Gabinete 1.5 GR/h con Secador, Funcionamiento Multiusos de Esterilización y Ambientación, Temporizador; Purifica Aire, Agua, Alimentos, Id
5.10	2.48	7.58	Autos, bicicletas y motos	Accesorios y refacciones	Otros	p250476	Bandeja de Retención de Batería Estándar, Soporte de la Batería de Almacenamiento de Montaje de la Bandeja de Sujeción Kit de Soporte de Abrazadera de Coche Acc
5.10	0.00	5.10	Videojuegos	Fundas, micas y protectores	Viajes	p56956	Numskull Spongebob - Funda rígida
5.10	0.00	5.10	Juegos de mesa	Otros juegos	Electrodomésticos	p108438	Pegatina Elsqolro 25 × 17 cm 20 hojas Frutas y Verduras
5.09	1.78	6.87	Refacciones	Eléctrico y baterías de moto	Domótica y hogar inteligente	p111517	Interruptor boton switch encendido apagado para motocicleta
5.09	2.48	7.57	Autos, bicicletas y motos	Autos	Refacciones	p350659	Fydun Termostato 96984104 Termostato de refrigerante de motor de coche con montaje de carcasa para Aveo 2009-2014 Sonic 2012-2017 Cruze 2011-2015 Trax 2013-2016
5.09	1.71	6.81	Herramientas	Jardinería	Refacciones	p123217	Divisor de Manguera Acolasia de Latón de 2 Vías con Manija Giratoria 360°
5.09	1.43	6.52	Juegos de mesa	Infantiles	Mascotas	p109616	Casa de Campaña Bluelander Infantil Castillo Azul
5.09	1.86	6.96	Muebles	Mesas de centro	Juguetes y bebés	p365149	Disney Princess - Mesa de Actividades
5.09	0.00	5.09	Juguetes y bebés	Bebés	Iluminación	p105011	Almohadillas para Pecho myhalos Pack 2 de Terapia Caliente/Fría
5.09	0.00	5.09	Juguetes y bebés	Bebés	Aspiradoras	p105107	Juego de 3 bolsas de polvo eufy S1 Pro/S1/S2 de 25 L
5.09	0.00	5.09	Refacciones	Refacciones para electrodomésticos	Aspiradoras	p150	6 bolsas para polvo para Narwal Freo Z Ultra
5.09	1.13	6.22	Laptops	Gamer	Belleza y cuidado personal	p335794	Light Reflecting Foundation - M2 Santa Fe by NARS for Women - 1 oz Foundation
5.09	2.25	7.34	Herramientas	Organización	Equipo comercial	p121247	Contenedor para herramienta MXWGG-019 DrawerGap Organizador de varios tamaños
5.09	2.25	7.34	Herramientas	Organización	Equipo comercial	p121252	Contenedor para herramienta MXRLT-012 DrawerColors Organizador de varios tamaños
5.09	2.48	7.57	Autos, bicicletas y motos	Autos	Climatización	p313493	Absorbedores de Humedad Paquete de 3, Fragancia de Lavanda Deshumidificador de Armario para Baño, Coche y Sótano, Cajas Absorvedoras de Humedad Recargables de 1
5.09	2.48	7.57	Autos, bicicletas y motos	Autos	Climatización	p313564	Absorbedores de Humedad Paquete de 12, Deshumidificador de Armario con Fragancia de Lavanda para Baño, Coche y Sótano, Cajas Absorvedoras de Humedad Rellenables
5.09	2.48	7.57	Autos, bicicletas y motos	Autos	Climatización	p313566	Absorbedores de Humedad 12 Unidades, Deshumidificador de Clóset Sin Fragancia para Baño, Coche y Sótano, Cajas Absorvedoras de Humedad Recargables de 10.5 oz
5.09	1.12	6.21	Electrodomésticos	Pequeños electrodomésticos de cocina	Baterías portátiles	p151462	Engrasadora Eléctrica a Batería | Diseño Inalámbrico Portátil, Pistola Engrase con conducto flexible Flexible, para Taller, Garaje, Naranja,
5.09	1.12	6.21	Electrodomésticos	Pequeños electrodomésticos de cocina	Baterías portátiles	p151465	Engrasadora Eléctrica a Batería | Diseño Inalámbrico Portátil, Pistola Engrase con conducto flexible Flexible, para Taller, Garaje, Negro, Mango Redondo
5.09	1.12	6.21	Electrodomésticos	Pequeños electrodomésticos de cocina	Baterías portátiles	p151473	Engrasadora Eléctrica a Batería | Diseño Inalámbrico Portátil, Pistola Engrase con conducto flexible Flexible, para Taller, Garaje, Amarillo,
5.09	1.12	6.21	Electrodomésticos	Pequeños electrodomésticos de cocina	Baterías portátiles	p153979	Engrasadora Eléctrica a Batería | Diseño Inalámbrico Portátil, Pistola Engrase con conducto flexible Flexible, para Taller, Garaje, Amarillo Y Negro,
5.09	1.12	6.21	Electrodomésticos	Pequeños electrodomésticos de cocina	Baterías portátiles	p153980	Engrasadora Eléctrica a Batería | Diseño Inalámbrico Portátil, Pistola Engrase con conducto flexible Flexible, para Taller, Garaje, Negro,
5.09	1.18	6.27	Herramientas	Material eléctrico	Domótica y hogar inteligente	p351787	Interruptor Doble Tiro 1 Polo 30 Amperes 2 Cuchillas color negro cobre
5.09	2.48	7.57	Autos, bicicletas y motos	Autos	Almacenamiento	p280674	Unidad USB para coche, 64 GB Tipo C Metal U Disk
5.08	1.67	6.76	Juguetes y bebés	Baño e higiene del bebé	Muebles	p106996	Protector esquina colores ProtekBeige MXBGC-004 Espuma protectora muebles
5.08	1.67	6.76	Juguetes y bebés	Baño e higiene del bebé	Muebles	p107001	Protector esquina colores ProtekBeige MXBGC-005 Espuma protectora muebles
5.08	1.67	6.76	Juguetes y bebés	Baño e higiene del bebé	Muebles	p107002	Protector esquina colores ProtekBeige MXBGC-003 Espuma protectora muebles
5.08	1.67	6.76	Juguetes y bebés	Baño e higiene del bebé	Muebles	p107004	Protector esquina colores ProtekBeige MXBGC-006 Espuma protectora muebles
5.08	1.67	6.76	Juguetes y bebés	Baño e higiene del bebé	Muebles	p107006	Protector esquina colores ProtekBeige MXBGC-001 Espuma protectora muebles
5.08	1.67	6.76	Juguetes y bebés	Baño e higiene del bebé	Muebles	p107007	Protector esquina colores ProtekBeige MXBGC-002 Espuma protectora muebles
5.08	1.86	6.95	Muebles	Mesas de centro	Electrodomésticos	p245831	Alfiletero Magnético de Costura, Soporte Alfiler Multifunción Fácil Uso Atrapa Chinchetas Central Recoge Seguro Plástico Tamaño 10 por 7 por 3 Centímetros Purpu
5.08	0.00	5.08	Componentes y accesorios de PC	Componentes	Autos, bicicletas y motos	p251383	Emblemas de Ventilador de Batman - Emblema de Coche de Batwing de Batarang de 1989 - Insignia 3D de Auto, Color Negro Mate, tamaño: 3.8 x 1.8 x 0.2 Pulgadas, Ac
5.08	1.76	6.85	Muebles	Escritorios de oficina	Almacenamiento	p240634	WD, Unidad de memoria De Escritorio, 8TB
5.08	0.00	5.08	Instrumentos musicales	Producción de audio	Audífonos	p45960	ART HeadTAP herramienta de audio pasiva para auriculares
5.08	0.00	5.08	Juegos de mesa	Educativos	Cafeteras	p108288	Tazas Apilables Tiny Tinker 30 piezas - 6 colores
5.08	0.00	5.08	Refacciones	Para motos	Cafeteras	p112218	Tazas baleros de dirección moto ws175 y 150 sport
5.08	0.00	5.08	Refacciones	Para motos	Cafeteras	p112369	Tazas baleros de direccion moto ryder 4.0 - 3.0 - 5.0 leiruk
5.08	0.00	5.08	Refacciones	Para motos	Cafeteras	p112372	Tazas baleros de direccion moto nitrox300 nitrox250 t2 t3
5.08	0.00	5.08	Refacciones	Para motos	Cafeteras	p112374	Tazas baleros de direccion motocicleta navi 110 dio 110
